smiles,tc,dc
CC1CCCC(C1)C(=C)C,6.526e+02,2.571e-01
CCC(C=CC=C)(CC)C,6.102e+02,2.492e-01
CCC(=CC(=CC)CC)C,6.349e+02,2.449e-01
c1ccc2cccc(cc1)C2,9.151e+02,3.349e-01
CCCc1cc(C)cc(c1)C,6.777e+02,2.698e-01
C1CCc2c(CC1)cccc2,7.444e+02,3.010e-01
CCCC(c1ccccc1)C,6.771e+02,2.683e-01
CC1CCC(C(=C)C1)C(C)C,6.815e+02,2.607e-01
CCCc1ccc(c(c1)C)C,6.946e+02,2.686e-01
CCc1c(C)ccc(c1C)C,7.175e+02,2.765e-01
CC(CCc1ccccc1)C,6.809e+02,2.678e-01
CCc1cc(C)c(cc1C)C,7.056e+02,2.715e-01
CCC(=CC(CC)(CC)C)C,6.411e+02,2.448e-01
CCc1cccc(c1)C(C)C,6.740e+02,2.678e-01
Cc1ccc2c(c1)CCCC2,7.492e+02,2.925e-01
CCCCc1ccc(cc1)C,6.833e+02,2.672e-01
CC1(CCC1)c1ccccc1,6.977e+02,2.903e-01
CCCCC1=CCC(CC1)C,6.770e+02,2.549e-01
CCCC1(C)CCCC(=C1)C,6.623e+02,2.599e-01
CCCCC(=CC)CCCC,6.452e+02,2.380e-01
CCCCCCCC/C=C\C,6.472e+02,2.336e-01
CC(=C)CC1CCCC(C1)C,6.785e+02,2.555e-01
Cc1ccc(cc1)C(C)(C)C,6.779e+02,2.715e-01
CCC1=CCC(CC1)C(=C)C,6.935e+02,2.644e-01
CC1=CC(CC(C1)(C)C)(C)C,6.464e+02,2.640e-01
CCCCCCCCCC=C,6.388e+02,2.334e-01
CCCCCCCC=C(C)C,6.472e+02,2.386e-01
C=CCCCC1CCCCC1,6.699e+02,2.558e-01
C=C1CC[C@@H]2[C@@H](C1)CCCC2,7.178e+02,2.798e-01
CCCCCC(=C)C=C(C)C,6.590e+02,2.421e-01
CCCCCC=C(CC=C)C,6.421e+02,2.389e-01
CC1=Cc2c(CC1)cccc2,7.733e+02,2.997e-01
C=Cc1ccc(cc1)C(=C)C,6.910e+02,2.769e-01
C=C(c1ccccc1)C1CC1,6.946e+02,2.876e-01
C=C1C=C(C)C(C=C1C)(C)C,7.122e+02,2.713e-01
Cc1ccc(c(c1)C)C1CC1,7.296e+02,2.836e-01
CCCC1=C(CC)CCCC1,6.864e+02,2.615e-01
CC[C@@H](Cc1ccccc1)C,6.776e+02,2.697e-01
CCc1cc(CC)cc(c1)C,6.756e+02,2.692e-01
C1=CCC2=CC=CC=C(C1)C2,8.043e+02,3.139e-01
C=CCC(C(C)(C)C)(CC)C,6.516e+02,2.548e-01
CCCCCCC/C=C\CC,6.421e+02,2.379e-01
CCc1ccc(cc1)C(=C)C,6.789e+02,2.744e-01
C=CCC(C(=C(CC)C)C)C,6.652e+02,2.425e-01
CCC(CC(=C(C)C)C)(C)C,6.730e+02,2.461e-01
CCCc1cccc(c1)CC,6.759e+02,2.663e-01
CCC(=C)c1ccc(cc1)C,6.842e+02,2.719e-01
C1CCCCC=CCCCC1,7.356e+02,2.721e-01
CCc1cc(C)ccc1CC,6.850e+02,2.737e-01
CC(=CCc1ccccc1)C,7.009e+02,2.747e-01
CCCc1ccccc1CC,6.872e+02,2.710e-01
CCc1c(C)cc(cc1C)C,7.084e+02,2.733e-01
Cc1ccc(c(c1)C)C(=C)C,6.929e+02,2.750e-01
CCC1C(C)C=C(C=C1C)C,6.980e+02,2.676e-01
CC(C=CC(=CC(C)C)C)C,6.436e+02,2.416e-01
CCC(c1ccc(cc1)C)C,6.840e+02,2.661e-01
CCC1C(=C)CCCC1(C)C,6.730e+02,2.657e-01
CC(=CCCCC=C(C)C)C,6.612e+02,2.427e-01
CCCCC/C=C\CCCC,6.408e+02,2.360e-01
CCCCCCC=CCC=C,6.371e+02,2.381e-01
CC=CCCC1CCCCC1,6.677e+02,2.572e-01
C=CCC1(C)CCC=C(C1)C,6.763e+02,2.638e-01
C=CC=Cc1ccccc1C,7.078e+02,2.804e-01
CC1CC(=CC(=C(C)C)C1)C,7.124e+02,2.658e-01
CCC(C1CCC=CC1)(C)C,6.921e+02,2.661e-01
Cc1ccc(c(c1)C(C)C)C,6.816e+02,2.724e-01
CC(C1=CCCC(C1)(C)C)C,6.582e+02,2.611e-01
C=C1CCCC(C1(C)C)(C)C,6.844e+02,2.711e-01
C=CCCC(=CCC=C)CC,6.494e+02,2.442e-01
CCCCCC[C@H](CC=C)C,6.319e+02,2.368e-01
CC(CCC=CCC(C)C)C,6.360e+02,2.343e-01
CC1CC(C)CC(C1)C(=C)C,6.664e+02,2.573e-01
CC(CC1=CCCC(C1)C)C,6.733e+02,2.560e-01
CC(=C(C)C)c1ccccc1,6.907e+02,2.765e-01
CC(=CC(C)(C)C)CC(C)(C)C,6.602e+02,2.459e-01
CCCCC(=C(C)C)C(C)(C)C,6.870e+02,2.456e-01
CCCC(c1ccccc1)C=C,6.912e+02,2.699e-01
C=CCc1ccccc1CC=C,7.161e+02,2.751e-01
CCCCCCc1ccccc1,6.918e+02,2.665e-01
CC1(C)CCc2c(C1)cccc2,7.364e+02,2.912e-01
CC(CCC(=CCC(C)C)C)C,6.595e+02,2.367e-01
CCCC=CCc1ccccc1,6.993e+02,2.637e-01
C=CC=CCCc1ccccc1,7.126e+02,2.747e-01
CCC(=CC(C(C)C)(CC)C)C,6.691e+02,2.440e-01
CCCCCC=CCCCCC,6.531e+02,2.337e-01
CC(Cc1ccc(cc1C)C)C,7.142e+02,2.677e-01
CCCCCCCCC/C=C\C,6.641e+02,2.336e-01
CC1CCC(C1)c1ccccc1,7.335e+02,2.823e-01
CCCCc1ccc(c(c1)C)C,7.127e+02,2.638e-01
CCCCCCCCC(=C)CC,6.665e+02,2.323e-01
CCCc1ccccc1CCC,7.008e+02,2.673e-01
C=C(CC(C)(C)C)CC(C)(C)C,6.543e+02,2.421e-01
CCCCCCCCC=C(C)C,6.692e+02,2.346e-01
CCC(C(C)(C)C)(CC(=C)C)C,6.864e+02,2.562e-01
CCCCC1=CCCCCCC1,7.185e+02,2.626e-01
CCC1=C(CCC(C1)C)C(C)C,6.981e+02,2.565e-01
CCCCCCC/C=C/CCC,6.600e+02,2.300e-01
C1=CC=CC=CC=CC=CC=C1,8.028e+02,3.007e-01
Cc1ccc(c(c1)C)C(C)(C)C,7.166e+02,2.745e-01
C=CCC(CC(CC(C)C)C)C,6.518e+02,2.387e-01
CCCC1C(=C)CCCC1(C)C,6.866e+02,2.614e-01
CCC(c1ccccc1)(C=C)C,7.004e+02,2.745e-01
CCCCCc1ccc(cc1)C,7.017e+02,2.650e-01
CCC(=CCC)c1ccccc1,6.898e+02,2.678e-01
CCC(c1ccc(cc1C)C)C,7.079e+02,2.665e-01
CCC(C1=CCCCCCC1)C,7.201e+02,2.625e-01
CC(CCC1=CCC(CC1)C)C,6.934e+02,2.535e-01
CCC(c1ccccc1)(CC)C,6.998e+02,2.729e-01
CC(C1=CCCCCCC1)(C)C,7.153e+02,2.676e-01
CCCCCCC(CCC=C)C,6.537e+02,2.328e-01
CCCCC/C=C/CCCCC,6.529e+02,2.334e-01
CC(C(C)C)Cc1ccccc1,7.046e+02,2.654e-01
CCCCc1cccc(c1)CC,6.880e+02,2.643e-01
CCCCC(=C(CCCC)C)C,6.766e+02,2.381e-01
CCC(Cc1ccccc1)CC,6.983e+02,2.682e-01
CC(c1ccccc1C(C)C)C,6.919e+02,2.707e-01
CC=CC=CCC(C(C)(C)C)C,6.748e+02,2.431e-01
CC(c1cccc(c1)C(C)C)C,6.785e+02,2.671e-01
C=CCC(c1ccccc1)(C)C,6.987e+02,2.748e-01
C=C(C(C)(C)C)c1ccccc1,6.883e+02,2.763e-01
CC(=C(CC(C)(C)C)C)C(C)C,6.760e+02,2.461e-01
Cc1ccc(cc1)CC(C)(C)C,6.868e+02,2.673e-01
CC1=C(C)CCC(=C(CC1)C)C,7.500e+02,2.665e-01
CCC(c1cccc(c1)C=C)C,6.993e+02,2.691e-01
CCCC1=C(CCCC1)C(C)C,6.983e+02,2.605e-01
C=CCC(C(C)(C)C)(C(C)C)C,6.876e+02,2.537e-01
CCCCCCC(=CCCC)C,6.623e+02,2.349e-01
CCCCCC(=CCC)CCC,6.601e+02,2.349e-01
CCC1=CC(CC=C1C)C(=C)C,7.278e+02,2.654e-01
CC1C=CCC2C1(C)CCCC2,7.317e+02,2.854e-01
CCCC1=C(CCC(C1)C)C(C)C,7.111e+02,2.569e-01
CCC(C(C)(C)C)c1ccccc1,7.088e+02,2.668e-01
CC1CCc2c(C1(C)C)cccc2,7.604e+02,2.898e-01
CCCC(C(C)(C)C)(CC(=C)C)C,6.999e+02,2.517e-01
CCC(C(c1ccccc1)(C)C)C,7.150e+02,2.726e-01
CCC/C(=C/C(C(=C)C)C)/C(=C)C,7.016e+02,2.490e-01
CCCC(C(c1ccccc1)C)C,7.138e+02,2.650e-01
CCCCC(c1ccccc1)(C)C,7.048e+02,2.688e-01
Cc1cc(cc(c1)C(C)C)C(C)C,6.943e+02,2.622e-01
CC(Cc1ccc(cc1)C(C)C)C,7.162e+02,2.597e-01
CCCCC1=C(CCC)CCCC1,7.171e+02,2.557e-01
CC(=CC(=C)C(C)(C)C)C(C)(C)C,7.000e+02,2.546e-01
CCC(c1ccccc1)CC(C)C,7.007e+02,2.667e-01
CCC(c1ccc(cc1)C(C)C)C,7.145e+02,2.593e-01
CCCC(c1cc(C)ccc1C)C,7.187e+02,2.621e-01
CCCCC(=CCCC)CCCC,6.728e+02,2.366e-01
CCc1cc(C)cc(c1)C(C)(C)C,6.951e+02,2.647e-01
CC1=CCC2C(C1)C=CCC2(C)C,7.618e+02,2.809e-01
CCCCCCCCCCC(=C)C,6.851e+02,2.339e-01
CC(C(C)(C)C)(c1ccccc1)C,7.205e+02,2.750e-01
CC(CC(CC(CC(=C)C)C)C)C,6.744e+02,2.393e-01
CCCCCCC(=CCC(C)C)C,6.818e+02,2.321e-01
Cc1ccc2c(c1)CCCC2(C)C,7.535e+02,2.889e-01
CCCC(=C(C)C)c1ccccc1,7.176e+02,2.701e-01
CC1C=CCC(C1)(C(C)C)C(=C)C,7.250e+02,2.662e-01
CC(=CC(C(C)(C)C)(C)C)C(C)(C)C,7.144e+02,2.513e-01
CC1(C)CCC(c2c1cccc2)(C)C,7.429e+02,2.907e-01
CC1CCC(=CC(CCC(=C1)C)C)C,7.553e+02,2.695e-01
C=CCC(C(CC=C)(CC)C)(CC)C,7.181e+02,2.518e-01
CC1=CC(C(C(C1)(C)C)C(C)C)(C)C,7.345e+02,2.633e-01
CC(c1cccc(c1)C(C)(C)C)(C)C,7.023e+02,2.608e-01
CC1=CC(C(C(C1)(C)C)C(=C)C)(C)C,7.353e+02,2.674e-01
OCC(O)C,7.197e+02,3.185e-01
OC[C@H](O)C,7.210e+02,3.192e-01
C/C=C\C=O,5.555e+02,2.848e-01
CC=CC=O,5.522e+02,2.817e-01
OCCCO,7.865e+02,3.252e-01
OC[C@@H](O)C,7.199e+02,3.189e-01
C[C@H](CO)N,6.676e+02,3.036e-01
CC(CCCCC(O)C)C,6.510e+02,2.534e-01
CCO[C@@H]1OCC[C@@H](C1)C,6.188e+02,2.961e-01
CCCCC(CCC)CO,6.608e+02,2.516e-01
CCC(OC=O)(CC)CC,6.266e+02,2.866e-01
CC(C(C(C)(C)C)(C)C)O,6.574e+02,2.696e-01
CCCCC(=O)OCCC,6.217e+02,2.750e-01
CC(CC(=O)OC(C)C)C,6.029e+02,2.749e-01
CC1(C)CCCC(N1)(C)C,6.211e+02,2.707e-01
CCCC(CC(O)(C)C)C,6.373e+02,2.566e-01
NCCCN1CCOCC1,7.342e+02,2.981e-01
CC(=O)OC(C(O)C)(C)C,6.527e+02,3.067e-01
CC(C1CCCCC1)(O)C,6.847e+02,2.865e-01
CCCCCC(C(=O)C)C,6.458e+02,2.563e-01
CC1CC=C(C(=O)C1C)C,7.056e+02,2.876e-01
CC(CC(=O)C(C)(C)C)C,6.303e+02,2.564e-01
CCCCCC(CC)(O)C,6.397e+02,2.536e-01
COc1ccccc1OC,7.482e+02,3.261e-01
CCC=CC(=O)CC(C)C,6.583e+02,2.603e-01
CCCCC(C(O)C)CC,6.476e+02,2.557e-01
CCCCOCCCCC,6.023e+02,2.469e-01
CCC(CC(CC)(O)C)C,6.363e+02,2.588e-01
C[C@@H]1C[C@H](C)OC(O1)(C)C,5.907e+02,2.974e-01
CCC(CC(O)(C)C)(O)C,7.041e+02,2.859e-01
CCN(CCN(CC)C)C,6.453e+02,2.468e-01
CCCCCCC(=O)OC,6.321e+02,2.745e-01
CCCCC(C(O)(C)C)C,6.410e+02,2.577e-01
CC(C(CC(O)(C)C)O)C,7.010e+02,2.803e-01
CCC(C(C(C)(C)C)O)C,6.247e+02,2.595e-01
CCCOC(=O)C=C(C)C,6.590e+02,2.834e-01
OCCC=CC(=CCC)C,7.118e+02,2.680e-01
CCCCCC(CO)(C)C,6.464e+02,2.561e-01
C[C@H]1OCC([C@@H](O1)C)(C)C,5.928e+02,3.022e-01
CC(=O)OC1CCCCC1,6.457e+02,3.076e-01
CCC(CC(C)(C)C)(O)C,6.317e+02,2.635e-01
CCOCCCCOCC,5.979e+02,2.644e-01
CCCCC[C@@H](CCN)C,6.574e+02,2.432e-01
CC1CC(N)CC(C1)(C)C,6.675e+02,2.760e-01
CCOc1ccccc1O,7.412e+02,3.235e-01
COCC(COC)(CO)C,6.689e+02,2.972e-01
CC(CC(C=C(C)C)O)C,6.749e+02,2.607e-01
O=C(C(C)(C)C)C(C)(C)C,6.351e+02,2.655e-01
CCCCCOC(=O)C=C,6.392e+02,2.800e-01
CC(COC(=O)C(=C)C)O,6.854e+02,3.049e-01
CC(=O)Oc1ccccc1,6.990e+02,3.361e-01
CC[C@H]1CC(=O)CC[C@@H]1C,6.910e+02,2.859e-01
CCOC(=O)CC(C)(C)C,6.140e+02,2.784e-01
COC(=O)/C=C\C(=O)OC,7.327e+02,3.494e-01
CCCC=CC(=O)OCC,6.432e+02,2.848e-01
CC(CC(=O)CC(C)C)C,6.364e+02,2.584e-01
O=C1CCC(C(C1)(C)C)C,6.840e+02,2.917e-01
CCC(CC(C)C)(CO)C,6.568e+02,2.610e-01
CC(OC(=O)C(C)(C)C)C,5.789e+02,2.730e-01
C=CCC(C(C)(C)C)(O)C,6.434e+02,2.660e-01
CCCCC(CCCC)O,6.491e+02,2.495e-01
O=C1CCCCCCCC1,7.353e+02,3.012e-01
CC(C1COCOC1)(C)C,6.318e+02,3.077e-01
CCCCOC(=O)C(O)C,6.958e+02,3.033e-01
CCC(=O)OC(CC)(C)C,5.905e+02,2.789e-01
CCCCC(=O)C(C)(C)C,6.315e+02,2.588e-01
CC(CN1CCOCC1)C,6.579e+02,2.839e-01
CC(=O)C1CCCCCC1,7.089e+02,2.913e-01
O=CCCCCCC(C)C,6.545e+02,2.585e-01
CCCC(=O)OC(CC)C,6.031e+02,2.777e-01
CC[C@H]1CC(=O)CC[C@H]1C,6.960e+02,2.863e-01
CC(C1CCC(=O)CC1)C,7.001e+02,2.847e-01
CCCC(C(=CCC)C)O,6.589e+02,2.558e-01
CC(COC(=O)[C@H](O)C)C,6.927e+02,2.992e-01
CCCCC(CCO)CC,6.734e+02,2.535e-01
CCCCC(CCC)CN,6.481e+02,2.473e-01
CCC(C(O)(C)C)(CC)C,6.590e+02,2.660e-01
CCC(OCCC(C)C)C,5.906e+02,2.480e-01
C=CC(c1ccccc1)O,7.412e+02,3.073e-01
CCCC(CCCCO)C,6.747e+02,2.521e-01
CC(CC)COC(=O)C=C,6.327e+02,2.795e-01
CCC(CC(=O)CC)CC,6.507e+02,2.571e-01
CCC1O[C@H](C)C[C@@H](O1)C,5.912e+02,2.988e-01
CC(CCC(O)(C)C)(C)C,6.237e+02,2.586e-01
CC(C(C(C)(C)C)(O)C)C,6.477e+02,2.655e-01
COC(=O)/C=C/C(=O)OC,7.284e+02,3.395e-01
CCC(C(=O)CC(C)C)C,6.365e+02,2.565e-01
CCC(C(C(=O)CC)C)O,7.031e+02,2.832e-01
CCCCC(CC)(CC)O,6.309e+02,2.573e-01
COc1cccc(c1)C=O,7.818e+02,3.389e-01
CCC(COC(=O)C)(C)C,6.003e+02,2.787e-01
CC/C=C\CCOC(=O)C,6.505e+02,2.817e-01
C[C@@H]1O[C@@H](C)OC(C1)(C)C,5.739e+02,3.033e-01
COC1(OC)CCCCC1,6.596e+02,3.058e-01
CC(CN1CCCCC1)C,6.581e+02,2.616e-01
O[C@@H]1CCC[C@H](C1)C(C)C,6.892e+02,2.802e-01
CCCCCCCOCC,6.013e+02,2.482e-01
CCCC(CO)(CC)CC,6.579e+02,2.649e-01
CCC(CCC(C)C)CO,6.613e+02,2.518e-01
COc1cc(C)ccc1O,7.808e+02,3.276e-01
CN(CC1CCCCC1)C,6.655e+02,2.660e-01
CC(=O)OC(C(C)C)(C)C,5.957e+02,2.829e-01
CC(=O)OCCOC(=O)C,6.437e+02,3.429e-01
CC(C1(C)CCCCC1)O,6.856e+02,2.849e-01
CCCCCCCNCC,6.405e+02,2.383e-01
CCCCCCCCCO,6.776e+02,2.495e-01
C[C@H]1O[C@@H](C)OC(C1)(C)C,5.892e+02,2.981e-01
COC(=O)C(=C)C(C)(C)C,6.324e+02,2.891e-01
OCCC(C(CC)(C)C)C,6.911e+02,2.584e-01
CC(=O)Cc1ccccc1,7.210e+02,3.094e-01
CCCCN1CCNCC1,6.880e+02,2.758e-01
C1COc2c(O1)cccc2,7.694e+02,3.650e-01
CC1CCC(CC1)C(O)C,6.878e+02,2.793e-01
CCCCC(OC)(OC)C,6.212e+02,2.741e-01
C=CCCC(C(C)(C)C)O,6.380e+02,2.592e-01
OCCC(CCC(C)C)C,6.667e+02,2.567e-01
CCCCCOCC(C)C,5.920e+02,2.479e-01
CC(=O)OCCC(C)(C)C,6.231e+02,2.806e-01
CCC(OC(=O)C(C)C)C,5.983e+02,2.724e-01
CCCCC(=O)C(CC)C,6.395e+02,2.576e-01
CC/C=C/CC(=O)OCC,6.306e+02,2.805e-01
CCOC(=O)CCCC=C,6.341e+02,2.807e-01
CCCOC(=O)OCCC,6.281e+02,2.980e-01
CC=CCC=CC(=O)OC,6.619e+02,2.862e-01
CCCC=C(CCCO)C,6.855e+02,2.594e-01
CCCCOCCOCC,5.982e+02,2.613e-01
CCCCCCC(CO)C,6.661e+02,2.539e-01
CC12OCC(CO1)(CO2)C,6.119e+02,3.554e-01
CCCC(CC(CC)C)O,6.512e+02,2.486e-01
CC(=O)CCCC(C)(C)C,6.462e+02,2.607e-01
CCC(CCCC(=O)C)C,6.577e+02,2.552e-01
CCOCC(OC(=O)C)C,5.918e+02,2.951e-01
COC(=O)C(N(C)C)(C)C,6.344e+02,2.927e-01
C/C=C/C(=O)OCC(C)C,6.390e+02,2.807e-01
CC(CCC(C(C)C)C)O,6.534e+02,2.562e-01
C[C@@H]1C[C@@H](C)OC(O1)(C)C,5.871e+02,2.966e-01
CCCCCOC(C)(C)C,5.857e+02,2.486e-01
CCCCC(C(CC)C)O,6.469e+02,2.511e-01
CCCCCC(CCC)O,6.511e+02,2.482e-01
OCCOCCOC(C)C,6.649e+02,2.881e-01
CCOCCOC(CC)C,5.815e+02,2.674e-01
C[C@@H]1OC[C@@H](CO1)C(C)C,6.304e+02,3.014e-01
NCCCc1ccccc1,7.257e+02,2.898e-01
CCC(C(C(C)C)O)CC,6.357e+02,2.582e-01
CC(CCCC(O)(C)C)C,6.347e+02,2.550e-01
CCC(C(C(O)C)C)(O)C,7.165e+02,2.868e-01
OCCCCCC(C)(C)C,6.676e+02,2.534e-01
CC(CC1CCCCC1)O,6.883e+02,2.797e-01
C[C@@H]1OC[C@H](CO1)C(C)C,6.424e+02,2.976e-01
CCC(C(CC)(C)C)(O)C,6.434e+02,2.641e-01
CCCCOC(=O)CCO,7.395e+02,3.055e-01
CC(OC(=O)C)OC(=O)C,6.763e+02,3.339e-01
C[C@@H](Cc1ccccc1)N,7.069e+02,2.922e-01
CC[C@]1(C)OCC[C@H](O1)C,6.083e+02,3.033e-01
CCCC(CCC(C)C)O,6.482e+02,2.504e-01
CC(=O)OC(C(=O)C)(C)C,6.528e+02,3.116e-01
CCOC(=O)C(CC)(C)C,6.001e+02,2.798e-01
COC(=O)C(C(C)(C)C)C,6.193e+02,2.857e-01
CC(CCC(C(C)C)O)C,6.387e+02,2.521e-01
CCCCC(OC(=O)C)C,6.082e+02,2.783e-01
CCC(C1CCCCC1)O,6.847e+02,2.774e-01
CC(COC(=O)C(O)C)C,6.934e+02,2.992e-01
O=COCc1ccccc1,7.334e+02,3.317e-01
C=CC(=O)OCCC(C)C,6.367e+02,2.843e-01
CCC(=O)C(=CC(C)C)C,6.580e+02,2.607e-01
COC(CC(C)(C)C)OC,6.032e+02,2.756e-01
CCC(CC(C)C)(CC)O,6.331e+02,2.579e-01
OCCN(CCN(C)C)C,7.215e+02,2.717e-01
CCCC(CC(O)(C)C)O,7.108e+02,2.787e-01
CCCCCCCCC=O,6.558e+02,2.553e-01
CCCCC(C1CC1)(O)C,6.597e+02,2.666e-01
CCc1ccc(c(c1)C)O,7.475e+02,2.988e-01
CCCC(C(CC)CC)O,6.389e+02,2.548e-01
CCOC(OCC)OCC,5.591e+02,2.828e-01
CCN(C(CO)(C)C)CC,6.825e+02,2.673e-01
O=CCCc1ccccc1,7.273e+02,3.070e-01
CCCC(COC(=O)C)C,6.202e+02,2.798e-01
CCCC/C=C\C(O)(C)C,6.774e+02,2.587e-01
CCCCOCCC(C)C,6.017e+02,2.484e-01
CC(c1ccccc1)(N)C,6.952e+02,2.969e-01
CCCCN(CC(C)C)C,6.249e+02,2.401e-01
CCCC(CC(C)(C)C)O,6.381e+02,2.528e-01
CC(=O)CC(C(C)(C)C)C,6.539e+02,2.667e-01
CCCCC(=O)OC(C)C,6.014e+02,2.795e-01
CCC(CCC(CC)O)C,6.468e+02,2.509e-01
CC(COCCC(C)C)C,5.978e+02,2.453e-01
OCCC(CC(C)C)(C)C,6.765e+02,2.631e-01
CCC(CCC(C)C)(O)C,6.345e+02,2.545e-01
CCCOC(OCCC)C,5.712e+02,2.670e-01
CN(CCCCN(C)C)C,6.564e+02,2.478e-01
OC1CCCCCCCC1,7.357e+02,2.913e-01
CCCCC(CC=O)CC,6.533e+02,2.590e-01
CC1CCC(=CC1)C(=O)C,7.171e+02,2.900e-01
CCCCCCC[C@@H](N)C,6.421e+02,2.459e-01
CCc1ccc(c(c1)O)C,7.531e+02,2.977e-01
O=C(C=C(C)C)C=C(C)C,7.628e+02,2.656e-01
O=CCC(CC(C)(C)C)C,6.504e+02,2.619e-01
CCCC(CCC(O)C)C,6.515e+02,2.531e-01
CCO[C@H]1OCC[C@@H](O1)C,5.921e+02,3.182e-01
CCOCCN(CC)CC,6.166e+02,2.527e-01
O[C@H]1CCC[C@H](C1)C(C)C,7.084e+02,2.784e-01
CCCCOC(=O)C(=C)C,6.308e+02,2.810e-01
CCCCC(C(C)C)(O)C,6.351e+02,2.602e-01
COC(=O)c1ccccc1,7.134e+02,3.337e-01
CC(C(CC(O)(C)C)C)C,6.404e+02,2.587e-01
CC[C@]1(C)OCC[C@@H](O1)C,6.051e+02,3.006e-01
OCCC(CCOCC)C,6.770e+02,2.723e-01
CCC(C(CC)(O)C)(O)C,6.812e+02,2.840e-01
CCCCC(=O)CCCC,6.484e+02,2.541e-01
CC1=CC(C)(C)CCC1=O,6.961e+02,2.912e-01
CCC(C(C(C)C)O)(C)C,6.392e+02,2.593e-01
CCCCN1CCCCC1,6.633e+02,2.585e-01
CC(C1OCCCO1)(C)C,5.995e+02,3.002e-01
CCCC(C(C)(C)C)(O)C,6.313e+02,2.611e-01
CCCCCOC(CC)C,5.922e+02,2.470e-01
CN1CCCC(C1C)(C)C,6.638e+02,2.713e-01
CC(CCC(=O)C(C)C)C,6.416e+02,2.566e-01
Cc1cccc(c1)C(=O)C,7.372e+02,3.083e-01
COC(=O)CC=CC=C(C)C,6.893e+02,2.822e-01
CCCCC(C(C(=O)C)O)C,7.140e+02,2.787e-01
CCCCCCCCCC=O,6.738e+02,2.547e-01
COC(=O)Oc1ccccc1,7.365e+02,3.499e-01
CCC(C(C)(C)C)OC(=O)C,6.193e+02,2.773e-01
O=CC1=CCC(CC1)C(C)C,7.281e+02,2.838e-01
CC(CCCC(C(=O)C)C)C,6.653e+02,2.527e-01
COc1cccc(c1C)OC,7.661e+02,3.154e-01
CC1CCC(CC1)OC(=O)C,6.622e+02,2.978e-01
CN(C(CC(C)(C)C)(C)C)C,6.548e+02,2.511e-01
C=CCOc1ccc(cc1)C,7.117e+02,2.890e-01
O=C(C(C)(C)C)OC(C)(C)C,5.858e+02,2.708e-01
CCCCC(CC(C)(C)C)O,6.559e+02,2.510e-01
CCC(C(C(C)C)(O)C)(C)C,6.800e+02,2.627e-01
C=CCCC(C(C)(C)C)(O)C,6.603e+02,2.643e-01
C[C@@H]1C[C@@H](C)OC(O1)C(C)C,6.026e+02,2.845e-01
OCCC(C(C)(C)C)C(C)C,6.973e+02,2.655e-01
CCCCCC(=O)CC(C)C,6.641e+02,2.527e-01
CC(C(CC(C)(C)C)(C)C)O,6.690e+02,2.640e-01
CC(=O)c1c(C)cccc1C,7.593e+02,2.994e-01
CCCCCC(OCC)CC,6.097e+02,2.495e-01
CCCCC(C(C(=O)C)C)C,6.687e+02,2.565e-01
O[C@@H](c1ccccc1)C(C)C,7.310e+02,2.934e-01
CO[C@@H]1O[C@H](C)CC(O1)(C)C,6.154e+02,3.142e-01
CCCCCCCCC(=O)C,6.727e+02,2.540e-01
CCC(=O)C1=CC(CCC1)C,7.192e+02,2.841e-01
CCCCCC(CC)(CC)O,6.554e+02,2.557e-01
CCN(C1CCCCC1)CC,6.767e+02,2.615e-01
CCCC(CC(=O)OCC)O,7.185e+02,2.930e-01
CCC(OC(C)C)OC(C)C,5.798e+02,2.631e-01
CC(CCNCCC(C)C)C,6.590e+02,2.367e-01
COC(=O)c1ccccc1C,7.402e+02,3.252e-01
OCC[C@@H](CCC=C(C)C)C,7.039e+02,2.579e-01
CCC[C@@H](CC(=O)OCC)C,6.425e+02,2.704e-01
CN(CCc1ccccc1)C,7.092e+02,2.770e-01
C[C@@H]1OC[C@H](CO1)C(C)(C)C,6.595e+02,2.969e-01
CC(COc1ccccc1)C,6.808e+02,2.879e-01
CCCCCN1CCCCC1,6.848e+02,2.546e-01
CCOC(=O)c1ccccc1,7.216e+02,3.224e-01
CC(c1cccc(c1O)C)C,7.502e+02,2.953e-01
CCCCCCCCNCC,6.652e+02,2.333e-01
CCCCC(CC(C)C)(O)C,6.549e+02,2.536e-01
CCCCCC(CC(=O)C)C,6.687e+02,2.550e-01
CC(CC(=O)CC(C)(C)C)C,6.494e+02,2.562e-01
CC(Oc1ccccc1)(C)C,6.710e+02,2.923e-01
CCCCOC(=O)C(CC)C,6.374e+02,2.695e-01
CCCCC(CCCCO)C,6.890e+02,2.480e-01
C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,6.993e+02,2.766e-01
CCCCCCCCCOC,6.462e+02,2.450e-01
CC(=C)[C@@H]1CC=C(C(=O)C1)C,7.429e+02,2.923e-01
CCCC=CC(=O)CC(C)C,6.738e+02,2.572e-01
CC(C(CC(O)(C)C)(O)C)C,7.176e+02,2.813e-01
C[C@@H]1OC[C@@](CO1)(C)C(C)C,6.485e+02,2.951e-01
COc1ccc(c(c1C)C)C,7.481e+02,2.930e-01
CC(Cc1ccccc1)(N)C,7.122e+02,2.892e-01
CCCCCCCOCCO,6.885e+02,2.630e-01
CCCCC(C(C)(C)C)(O)C,6.495e+02,2.568e-01
CCOCCOCCC(C)C,6.180e+02,2.601e-01
