SMILES T dliq dgas st tc redT
CC(=O)OC1CCCCC1 343 0.925 0.00016759999999999998 25.32 645.7 0.531206442620412
CC(=O)OC1CCCCC1 412 0.8515 0.001962 18.45 645.7 0.6380672138764132
CC(=O)OC1CCCCC1 458 0.7991 0.006945000000000001 14.69 645.7 0.7093077280470806
CC(=O)OC1CCCCC1 482 0.7699 0.009569 12.39 645.7 0.7464766919622114
CC(=O)OC1CCCCC1 505 0.7407 0.017130000000000003 9.05 645.7 0.7820969490475452
CC(=O)OC1CCCCC1 528 0.7094 0.02468 7.965 645.7 0.817717206132879
CC(=O)OC1CCCCC1 551 0.6783 0.03948 5.882999999999999 645.7 0.8533374632182127
CCC(CC(C)(C)C)(O)C 274 0.8475 5.314e-05 29.18 631.7 0.43375019787873986
CCC(CC(C)(C)C)(O)C 347 0.777 3.992e-05 21.92 631.7 0.5493113819851195
CCC(CC(C)(C)C)(O)C 402 0.7251 0.0006787000000000001 17.95 631.7 0.6363780275447205
CCC(CC(C)(C)C)(O)C 439 0.6901 0.004574 13.56 631.7 0.6949501345575431
CCC(CC(C)(C)C)(O)C 457 0.6726 0.005947 12.07 631.7 0.7234446731043216
CCC(CC(C)(C)C)(O)C 475 0.6563 0.008144 9.834 631.7 0.7519392116511001
CCC(CC(C)(C)C)(O)C 494 0.6364 0.016380000000000002 8.124 631.7 0.7820167801171442
CCC(CC(C)(C)C)(O)C 512 0.6121 0.024630000000000003 8.812999999999999 631.7 0.8105113186639227
CCOCCCCOCC 273 0.865 0.0001143 28.87 597.9 0.45659809332664325
CCOCCCCOCC 349 0.7868 0.0002973 19.75 597.9 0.583709650443218
CCOCCCCOCC 405 0.7251 0.0023710000000000003 14.47 597.9 0.6773707977922729
CCOCCCCOCC 443 0.6813 0.009611 10.81 597.9 0.7409265763505604
CCOCCCCOCC 462 0.6594 0.01028 9.412 597.9 0.772704465629704
CCOCCCCOCC 481 0.6347 0.01626 8.334 597.9 0.8044823549088477
CCOCCCCOCC 500 0.6064 0.022019999999999998 5.871 597.9 0.8362602441879914
CCCCC[C@@H](CCN)C 287 0.8012 4.889e-05 29.16 657.4 0.43656829936111957
CCCCC[C@@H](CCN)C 368 0.7316 0.0001992 21.83 657.4 0.5597809552783694
CCCCC[C@@H](CCN)C 428 0.6797 0.001167 16.87 657.4 0.651049589291147
CCCCC[C@@H](CCN)C 468 0.6424 0.004209 13.2 657.4 0.7118953452996654
CCCCC[C@@H](CCN)C 489 0.6222 0.007798 10.92 657.4 0.7438393672041376
CCCCC[C@@H](CCN)C 509 0.6031 0.01166 9.748 657.4 0.7742622452083967
CCCCC[C@@H](CCN)C 529 0.5804 0.01591 8.304 657.4 0.804685123212656
CCCCC[C@@H](CCN)C 549 0.5562 0.020059999999999998 6.939 657.4 0.8351080012169152
CC1CC(N)CC(C1)(C)C 278 0.8763 0.0 31.67 667.5 0.41647940074906364
CC1CC(N)CC(C1)(C)C 369 0.7965 0.0001261 22.38 667.5 0.5528089887640449
CC1CC(N)CC(C1)(C)C 438 0.737 0.002111 16.34 667.5 0.6561797752808989
CC1CC(N)CC(C1)(C)C 484 0.6936 0.008269 12.25 667.5 0.7250936329588015
CC1CC(N)CC(C1)(C)C 506 0.6708 0.01261 10.15 667.5 0.7580524344569288
CC1CC(N)CC(C1)(C)C 529 0.645 0.0241 9.677 667.5 0.7925093632958802
CC1CC(N)CC(C1)(C)C 552 0.6159 0.03355 7.237 667.5 0.8269662921348314
CC1CC(N)CC(C1)(C)C 575 0.5903 0.03834 5.372000000000001 667.5 0.8614232209737828
CCOc1ccccc1O 294 1.089 0.0002076 41.66 741.2 0.3966540744738262
CCOc1ccccc1O 386 0.9921 7.781e-05 30.71 741.2 0.5207771181867242
CCOc1ccccc1O 454 0.9268 0.0004523 24.89 741.2 0.6125202374527793
CCOc1ccccc1O 500 0.8801 0.00468 19.22 741.2 0.6745817593092283
CCOc1ccccc1O 523 0.8555 0.004454 18.3 741.2 0.7056125202374527
CCOc1ccccc1O 546 0.8304 0.006383 15.02 741.2 0.7366432811656772
CCOc1ccccc1O 569 0.8042 0.013019999999999999 12.37 741.2 0.7676740420939018
CCOc1ccccc1O 592 0.7773 0.0189 11.27 741.2 0.7987048030221262
COCC(COC)(CO)C 294 0.9727 7.253e-05 31.27 668.9 0.4395275825982957
COCC(COC)(CO)C 376 0.8859 0.0001909 23.03 668.9 0.562116908357004
COCC(COC)(CO)C 438 0.822 0.003045 19.11 668.9 0.6548063985648079
COCC(COC)(CO)C 479 0.7764 0.005396 14.2 668.9 0.7161010614441621
COCC(COC)(CO)C 499 0.7563 0.011179999999999999 12.69 668.9 0.7460008969950666
COCC(COC)(CO)C 520 0.73 0.01526 10.52 668.9 0.7773957243235162
COCC(COC)(CO)C 540 0.7052 0.02235 9.401 668.9 0.8072955598744207
COCC(COC)(CO)C 561 0.6729 0.02663 6.34 668.9 0.8386903872028704
CC(CC(C=C(C)C)O)C 363 0.7908 1.963e-05 25.0 674.9 0.5378574603644984
CC(CC(C=C(C)C)O)C 422 0.7369 0.0009068999999999999 19.52 674.9 0.6252778189361388
CC(CC(C=C(C)C)O)C 462 0.7004 0.002187 14.46 674.9 0.6845458586457254
CC(CC(C=C(C)C)O)C 482 0.6818 0.004873 13.65 674.9 0.7141798785005187
CC(CC(C=C(C)C)O)C 501 0.6617 0.006669 11.81 674.9 0.7423321973625723
CC(CC(C=C(C)C)O)C 521 0.6403 0.014159999999999999 11.05 674.9 0.7719662172173656
CC(CC(C=C(C)C)O)C 541 0.6195 0.01907 8.58 674.9 0.8016002370721589
O=C(C(C)(C)C)C(C)(C)C 273 0.8404 0.0 28.63 635.1 0.42985356636750116
O=C(C(C)(C)C)C(C)(C)C 349 0.774 0.00020709999999999997 21.16 635.1 0.5495197606676114
O=C(C(C)(C)C)C(C)(C)C 406 0.7243 0.001101 15.22 635.1 0.639269406392694
O=C(C(C)(C)C)C(C)(C)C 444 0.688 0.0065840000000000004 12.67 635.1 0.6991025035427492
O=C(C(C)(C)C)C(C)(C)C 463 0.6695 0.008034999999999999 11.2 635.1 0.7290190521177767
O=C(C(C)(C)C)C(C)(C)C 482 0.6486 0.01529 10.35 635.1 0.7589356006928043
O=C(C(C)(C)C)C(C)(C)C 501 0.6257 0.01876 8.263 635.1 0.7888521492678318
O=C(C(C)(C)C)C(C)(C)C 520 0.6031 0.02543 6.601 635.1 0.8187686978428593
CCCCCOC(=O)C=C 276 0.9177 5.017e-05 32.27 639.2 0.4317897371714643
CCCCCOC(=O)C=C 354 0.8416 0.00012109999999999999 22.9 639.2 0.5538172715894868
CCCCCOC(=O)C=C 413 0.7831 0.002081 18.34 639.2 0.6461201501877346
CCCCCOC(=O)C=C 452 0.7398 0.0042369999999999994 13.47 639.2 0.7071339173967459
CCCCCOC(=O)C=C 471 0.7187 0.006354 12.25 639.2 0.7368585732165206
CCCCCOC(=O)C=C 491 0.6941 0.01166 10.62 639.2 0.7681476846057571
CCCCCOC(=O)C=C 510 0.671 0.01705 9.561 639.2 0.7978723404255319
CCCCCOC(=O)C=C 530 0.6433 0.02441 7.247999999999999 639.2 0.8291614518147684
CC(COC(=O)C(=C)C)O 290 0.9964 1.073e-05 36.09 685.4 0.4231105923548293
CC(COC(=O)C(=C)C)O 368 0.9199 1.079e-05 26.83 685.4 0.5369127516778524
CC(COC(=O)C(=C)C)O 427 0.8608 0.001562 19.59 685.4 0.6229938721914211
CC(COC(=O)C(=C)C)O 467 0.8182 0.004058 15.7 685.4 0.6813539538955354
CC(COC(=O)C(=C)C)O 486 0.7979 0.005533 13.89 685.4 0.7090749927049899
CC(COC(=O)C(=C)C)O 506 0.7766 0.009055 12.61 685.4 0.738255033557047
CC(COC(=O)C(=C)C)O 525 0.7548 0.012 11.28 685.4 0.7659760723665013
CC(COC(=O)C(=C)C)O 545 0.7277 0.0199 9.639 685.4 0.7951561132185585
CC(=O)Oc1ccccc1 288 1.091 2.548e-05 41.82 699.0 0.41201716738197425
CC(=O)Oc1ccccc1 379 0.9995 0.00010949999999999999 30.04 699.0 0.542203147353362
CC(=O)Oc1ccccc1 447 0.9274 0.0010689999999999999 21.21 699.0 0.6394849785407726
CC(=O)Oc1ccccc1 492 0.8766 0.006059 17.26 699.0 0.703862660944206
CC(=O)Oc1ccccc1 515 0.8483 0.0107 15.42 699.0 0.7367668097281831
CC(=O)Oc1ccccc1 538 0.8201 0.01952 12.45 699.0 0.7696709585121603
CC(=O)Oc1ccccc1 560 0.7911 0.02185 10.57 699.0 0.8011444921316166
CC(=O)Oc1ccccc1 583 0.7546 0.035410000000000004 8.52 699.0 0.8340486409155937
CC[C@H]1CC(=O)CC[C@@H]1C 288 0.917 1.761e-06 33.38 691.0 0.41678726483357453
CC[C@H]1CC(=O)CC[C@@H]1C 377 0.8387 5.413e-05 24.81 691.0 0.5455861070911722
CC[C@H]1CC(=O)CC[C@@H]1C 444 0.7794 0.0036799999999999997 17.21 691.0 0.6425470332850941
CC[C@H]1CC(=O)CC[C@@H]1C 489 0.7341 0.008619 13.52 691.0 0.7076700434153401
CC[C@H]1CC(=O)CC[C@@H]1C 511 0.7132 0.012740000000000001 11.69 691.0 0.7395079594790159
CC[C@H]1CC(=O)CC[C@@H]1C 533 0.6905 0.017480000000000002 10.11 691.0 0.7713458755426917
CC[C@H]1CC(=O)CC[C@@H]1C 556 0.6649 0.020640000000000002 9.076 691.0 0.804630969609262
CC[C@H]1CC(=O)CC[C@@H]1C 578 0.6362 0.03348 6.882999999999999 691.0 0.8364688856729378
CCOC(=O)CC(C)(C)C 268 0.8978 5.483e-05 28.04 614.0 0.4364820846905538
CCOC(=O)CC(C)(C)C 341 0.8267 4e-05 20.54 614.0 0.5553745928338762
CCOC(=O)CC(C)(C)C 396 0.7682 0.003575 15.28 614.0 0.6449511400651465
CCOC(=O)CC(C)(C)C 433 0.7288 0.005193 12.56 614.0 0.7052117263843648
CCOC(=O)CC(C)(C)C 451 0.707 0.007169 10.4 614.0 0.7345276872964169
CCOC(=O)CC(C)(C)C 469 0.6876 0.01383 9.096 614.0 0.7638436482084691
CCOC(=O)CC(C)(C)C 488 0.6606 0.01739 7.483 614.0 0.7947882736156352
CCOC(=O)CC(C)(C)C 506 0.6408 0.026330000000000003 6.462000000000001 614.0 0.8241042345276873
COC(=O)/C=C\C(=O)OC 279 1.171 0.0001173 43.09 732.7 0.38078340384877846
COC(=O)/C=C\C(=O)OC 369 1.08 4.365e-05 33.37 732.7 0.5036167599290295
COC(=O)/C=C\C(=O)OC 437 1.0090000000000001 0.0006762000000000001 26.03 732.7 0.5964241845229971
COC(=O)/C=C\C(=O)OC 482 0.9599 0.002008 22.23 732.7 0.6578408625631227
COC(=O)/C=C\C(=O)OC 504 0.9357 0.00315 18.79 732.7 0.6878667940494063
COC(=O)/C=C\C(=O)OC 527 0.9065 0.007109999999999999 16.71 732.7 0.7192575406032482
COC(=O)/C=C\C(=O)OC 549 0.8804 0.011609999999999999 14.34 732.7 0.7492834720895318
COC(=O)/C=C\C(=O)OC 572 0.8487 0.014819999999999998 11.74 732.7 0.7806742186433738
CCCC=CC(=O)OCC 278 0.9219 4.485e-06 33.37 643.2 0.43221393034825867
CCCC=CC(=O)OCC 356 0.8489 0.00017749999999999998 24.33 643.2 0.5534825870646766
CCCC=CC(=O)OCC 415 0.7887 0.0013650000000000001 17.63 643.2 0.6452114427860696
CCCC=CC(=O)OCC 454 0.7478 0.0035520000000000005 13.61 643.2 0.7058457711442786
CCCC=CC(=O)OCC 473 0.7262 0.005342 12.44 643.2 0.7353855721393034
CCCC=CC(=O)OCC 493 0.7031 0.01222 10.6 643.2 0.7664800995024875
CCCC=CC(=O)OCC 512 0.6789 0.01866 8.783999999999999 643.2 0.7960199004975124
CCCC=CC(=O)OCC 532 0.6503 0.027219999999999998 7.3839999999999995 643.2 0.8271144278606964
CC(CC(=O)CC(C)C)C 252 0.8578 0.000319 31.06 636.4 0.3959773727215588
CC(CC(=O)CC(C)C)C 338 0.7794 0.0 22.98 636.4 0.531112507856694
CC(CC(=O)CC(C)C)C 403 0.7204 0.001374 17.47 636.4 0.6332495285983658
CC(CC(=O)CC(C)C)C 447 0.6791 0.006714 13.56 636.4 0.7023884349465745
CC(CC(=O)CC(C)C)C 468 0.6585 0.006306 11.96 636.4 0.7353865493400378
CC(CC(=O)CC(C)C)C 490 0.6353 0.01067 10.04 636.4 0.7699560025141421
CC(CC(=O)CC(C)C)C 511 0.6103 0.01645 7.349 636.4 0.8029541169076053
CC(CC(=O)CC(C)C)C 533 0.5824 0.02792 6.516 636.4 0.8375235700817096
O=C1CCC(C(C1)(C)C)C 284 0.914 2.897e-05 32.59 684.0 0.4152046783625731
O=C1CCC(C(C1)(C)C)C 373 0.8383 0.0005063 22.02 684.0 0.5453216374269005
O=C1CCC(C(C1)(C)C)C 440 0.7804 0.0037719999999999997 16.55 684.0 0.6432748538011696
O=C1CCC(C(C1)(C)C)C 485 0.7376 0.007392 13.02 684.0 0.7090643274853801
O=C1CCC(C(C1)(C)C)C 507 0.7144 0.01434 11.67 684.0 0.7412280701754386
O=C1CCC(C(C1)(C)C)C 529 0.6932 0.0159 8.816 684.0 0.7733918128654971
O=C1CCC(C(C1)(C)C)C 552 0.6649 0.03273 8.062999999999999 684.0 0.8070175438596491
O=C1CCC(C(C1)(C)C)C 574 0.636 0.03682 6.685 684.0 0.8391812865497076
CCC(CC(C)C)(CO)C 284 0.8466 0.00021659999999999998 28.63 656.8 0.4323995127892814
CCC(CC(C)C)(CO)C 361 0.7786 0.00012119999999999999 21.22 656.8 0.5496345919610232
CCC(CC(C)C)(CO)C 419 0.7258 0.002956 16.89 656.8 0.6379415347137637
CCC(CC(C)C)(CO)C 458 0.6891 0.00579 14.01 656.8 0.6973203410475031
CCC(CC(C)C)(CO)C 477 0.669 0.00672 12.35 656.8 0.7262484774665043
CCC(CC(C)C)(CO)C 496 0.6505 0.008822 10.74 656.8 0.7551766138855055
CCC(CC(C)C)(CO)C 516 0.6328 0.01411 9.378 656.8 0.7856272838002437
CCC(CC(C)C)(CO)C 535 0.6064 0.02307 7.582000000000001 656.8 0.8145554202192449
CC(OC(=O)C(C)(C)C)C 260 0.878 0.0 26.87 578.9 0.449127655899119
CC(OC(=O)C(C)(C)C)C 327 0.8082 3.339e-05 19.26 578.9 0.5648643979961997
CC(OC(=O)C(C)(C)C)C 377 0.7543 0.001187 14.18 578.9 0.6512351010537226
CC(OC(=O)C(C)(C)C)C 410 0.7165 0.00329 12.17 578.9 0.7082397650716877
CC(OC(=O)C(C)(C)C)C 427 0.6965 0.01012 9.394 578.9 0.7376058041112455
CC(OC(=O)C(C)(C)C)C 444 0.674 0.01406 9.285 578.9 0.7669718431508032
CC(OC(=O)C(C)(C)C)C 460 0.652 0.015719999999999998 7.291 578.9 0.7946104681292107
CC(OC(=O)C(C)(C)C)C 477 0.6286 0.02356 6.309 578.9 0.8239765071687684
C=CCC(C(C)(C)C)(O)C 291 0.8414 6.846e-05 28.63 643.4 0.4522847373329189
C=CCC(C(C)(C)C)(O)C 374 0.765 3.172e-05 19.05 643.4 0.581286913273236
C=CCC(C(C)(C)C)(O)C 436 0.7064 0.0038689999999999996 15.18 643.4 0.6776499844575692
C=CCC(C(C)(C)C)(O)C 478 0.6637 0.008140999999999999 11.54 643.4 0.7429281939695369
C=CCC(C(C)(C)C)(O)C 499 0.6428 0.01542 8.249 643.4 0.7755672987255207
C=CCC(C(C)(C)C)(O)C 519 0.6202 0.0216 7.6339999999999995 643.4 0.8066521603978862
C=CCC(C(C)(C)C)(O)C 540 0.5938 0.03129 5.595 643.4 0.8392912651538701
CCCCC(CCCC)O 379 0.7487 0.0002198 21.15 649.1 0.583885379756586
CCCCC(CCCC)O 435 0.6947 0.0008710000000000001 15.12 649.1 0.6701586812509629
CCCCC(CCCC)O 473 0.6558 0.005837 10.8 649.1 0.7287012786935757
CCCCC(CCCC)O 492 0.6357 0.008653000000000001 10.09 649.1 0.7579725774148821
CCCCC(CCCC)O 510 0.6162 0.014769999999999998 9.535 649.1 0.7857032814666461
CCCCC(CCCC)O 529 0.5941 0.01645 7.642 649.1 0.8149745801879525
CCCCC(CCCC)O 548 0.5662 0.02363 6.699 649.1 0.844245878909259
O=C1CCCCCCCC1 330 0.9279 0.0 34.92 735.3 0.448796409628723
O=C1CCCCCCCC1 419 0.8542 0.0006149 24.19 735.3 0.5698354413164695
O=C1CCCCCCCC1 486 0.7952 0.0035600000000000002 17.82 735.3 0.6609547123623012
O=C1CCCCCCCC1 531 0.7529 0.01081 13.3 735.3 0.7221542227662179
O=C1CCCCCCCC1 553 0.7311 0.015790000000000002 12.34 735.3 0.7520739834081328
O=C1CCCCCCCC1 575 0.7079 0.02246 10.99 735.3 0.7819937440500476
O=C1CCCCCCCC1 598 0.6821 0.02852 8.266 735.3 0.8132734938120496
O=C1CCCCCCCC1 620 0.6569 0.04191 6.697 735.3 0.8431932544539644
CC(C1COCOC1)(C)C 280 0.9615 0.0 32.89 631.8 0.4431782209559988
CC(C1COCOC1)(C)C 370 0.8692 0.0008879 19.72 631.8 0.5856283634061412
CC(C1COCOC1)(C)C 438 0.795 0.006412 13.41 631.8 0.6932573599240266
CC(C1COCOC1)(C)C 483 0.74 0.01619 11.37 631.8 0.7644824311490979
CC(C1COCOC1)(C)C 505 0.7137 0.02277 8.08 631.8 0.7993035770813549
CC(C1COCOC1)(C)C 528 0.6837 0.037160000000000006 6.285 631.8 0.8357075023741691
CC(C1COCOC1)(C)C 550 0.647 0.05161 4.775 631.8 0.8705286483064262
CCCCOC(=O)C(O)C 270 1.024 2.03e-05 20.97 695.8 0.38804254096004603
CCCCOC(=O)C(O)C 420 0.8821 0.0008186 21.63 695.8 0.6036217303822938
CCCCOC(=O)C(O)C 462 0.8367 0.001361 18.07 695.8 0.6639839034205232
CCCCOC(=O)C(O)C 484 0.8153 0.002039 14.75 695.8 0.6956021845357861
CCCCOC(=O)C(O)C 505 0.7893 0.004249 13.54 695.8 0.7257832710549009
CCCCOC(=O)C(O)C 527 0.7637 0.007605 12.1 695.8 0.7574015521701639
CCCCOC(=O)C(O)C 548 0.738 0.01238 10.87 695.8 0.7875826386892786
CCC(=O)OC(CC)(C)C 270 0.8789 4.26e-06 26.81 590.5 0.4572396274343776
CCC(=O)OC(CC)(C)C 344 0.8024 0.0001217 19.08 590.5 0.5825571549534293
CCC(=O)OC(CC)(C)C 399 0.7426 0.004246 14.26 590.5 0.6756985605419137
CCC(=O)OC(CC)(C)C 436 0.7002 0.01042 10.35 590.5 0.7383573243014394
CCC(=O)OC(CC)(C)C 455 0.6758 0.01321 8.8 590.5 0.7705334462320068
CCC(=O)OC(CC)(C)C 473 0.6516 0.025639999999999996 7.53 590.5 0.8010160880609652
CCC(=O)OC(CC)(C)C 492 0.6236 0.02908 6.225 590.5 0.8331922099915327
CCC(=O)OC(CC)(C)C 510 0.6035 0.03965 5.385 590.5 0.8636748518204911
CCCCC(=O)C(C)(C)C 276 0.8307 9.362000000000001e-06 29.12 631.5 0.43705463182897863
CCCCC(=O)C(C)(C)C 352 0.7636 0.0001298 20.08 631.5 0.557403008709422
CCCCC(=O)C(C)(C)C 408 0.7117 0.0011359999999999999 16.24 631.5 0.6460807600950119
CCCCC(=O)C(C)(C)C 446 0.6757 0.004664 12.75 631.5 0.7062549485352335
CCCCC(=O)C(C)(C)C 465 0.6559 0.009641 10.92 631.5 0.7363420427553444
CCCCC(=O)C(C)(C)C 484 0.6366 0.012 8.835 631.5 0.7664291369754552
CCCCC(=O)C(C)(C)C 503 0.6114 0.0173 8.368 631.5 0.7965162311955661
CCCCC(=O)C(C)(C)C 522 0.5899 0.02476 6.659 631.5 0.8266033254156769
CC(CN1CCOCC1)C 281 0.894 2.599e-07 29.91 657.9 0.42711658306733546
CC(CN1CCOCC1)C 367 0.8168 6.25e-05 21.99 657.9 0.5578355373157015
CC(CN1CCOCC1)C 432 0.7564 0.0035859999999999998 16.41 657.9 0.6566347469220246
CC(CN1CCOCC1)C 475 0.7134 0.007429000000000001 12.13 657.9 0.7219942240462076
CC(CN1CCOCC1)C 496 0.6906 0.012819999999999998 9.886000000000001 657.9 0.7539139686882506
CC(CN1CCOCC1)C 518 0.6672 0.0184 8.704 657.9 0.7873537011703907
CC(CN1CCOCC1)C 539 0.6416 0.029460000000000004 7.379 657.9 0.8192734458124336
CC(CN1CCOCC1)C 561 0.6149 0.04244 6.1770000000000005 657.9 0.8527131782945737
CC(=O)C1CCCCCC1 291 0.9331 1.906e-05 36.14 708.9 0.4104951333051206
CC(=O)C1CCCCCC1 379 0.8589 4.53e-05 24.09 708.9 0.5346311186345042
CC(=O)C1CCCCCC1 445 0.8003 0.0024059999999999997 20.04 708.9 0.6277331076315419
CC(=O)C1CCCCCC1 489 0.7602 0.0056700000000000006 16.36 708.9 0.6898011002962336
CC(=O)C1CCCCCC1 511 0.7386 0.00859 13.37 708.9 0.7208350966285795
CC(=O)C1CCCCCC1 533 0.7161 0.01264 11.04 708.9 0.7518690929609254
CC(=O)C1CCCCCC1 555 0.6914 0.01896 9.824 708.9 0.7829030892932712
CC(=O)C1CCCCCC1 577 0.6678 0.028730000000000002 7.595 708.9 0.8139370856256172
O=CCCCCCC(C)C 273 0.8515 0.0002618 31.77 654.5 0.41711229946524064
O=CCCCCCC(C)C 357 0.776 0.0003412 23.62 654.5 0.5454545454545454
O=CCCCCCC(C)C 419 0.7199 0.0009289999999999999 17.88 654.5 0.640183346065699
O=CCCCCCC(C)C 461 0.6803 0.0032700000000000003 14.74 654.5 0.7043544690603514
O=CCCCCCC(C)C 482 0.6593 0.0068709999999999995 11.77 654.5 0.7364400305576776
O=CCCCCCC(C)C 503 0.6372 0.009586 10.48 654.5 0.7685255920550038
O=CCCCCCC(C)C 524 0.614 0.019969999999999998 8.436 654.5 0.80061115355233
O=CCCCCCC(C)C 545 0.591 0.02425 6.852 654.5 0.8326967150496563
CCCC(=O)OC(CC)C 270 0.8868 2.787e-05 26.59 603.1 0.4476869507544354
CCCC(=O)OC(CC)C 343 0.8119 8.797e-06 20.98 603.1 0.5687282374398939
CCCC(=O)OC(CC)C 397 0.7544 0.0019649999999999997 15.31 603.1 0.6582656275907809
CCCC(=O)OC(CC)C 433 0.7156 0.004247 12.03 603.1 0.7179572210247056
CCCC(=O)OC(CC)C 452 0.6928 0.0134 10.07 603.1 0.749461117559277
CCCC(=O)OC(CC)C 470 0.6707 0.01441 8.671 603.1 0.7793069142762394
CCCC(=O)OC(CC)C 488 0.6478 0.022430000000000002 7.016 603.1 0.8091527109932017
CCCC(=O)OC(CC)C 506 0.6237 0.031030000000000002 6.532 603.1 0.8389985077101642
CC[C@H]1CC(=O)CC[C@H]1C 288 0.9145 1.3e-05 31.4 696.0 0.41379310344827586
CC[C@H]1CC(=O)CC[C@H]1C 377 0.8386 0.0005183 24.16 696.0 0.5416666666666666
CC[C@H]1CC(=O)CC[C@H]1C 444 0.7797 0.002415 18.24 696.0 0.6379310344827587
CC[C@H]1CC(=O)CC[C@H]1C 489 0.737 0.008945 14.31 696.0 0.7025862068965517
CC[C@H]1CC(=O)CC[C@H]1C 511 0.7156 0.01014 11.76 696.0 0.7341954022988506
CC[C@H]1CC(=O)CC[C@H]1C 533 0.6931 0.01535 10.83 696.0 0.7658045977011494
CC[C@H]1CC(=O)CC[C@H]1C 556 0.6649 0.02472 8.482999999999999 696.0 0.7988505747126436
CC[C@H]1CC(=O)CC[C@H]1C 578 0.6422 0.030869999999999998 7.0120000000000005 696.0 0.8304597701149425
CC(C1CCC(=O)CC1)C 291 0.9194 4.288e-05 32.67 700.1 0.41565490644193687
CC(C1CCC(=O)CC1)C 378 0.8436 0.0001226 24.56 700.1 0.5399228681616912
CC(C1CCC(=O)CC1)C 443 0.7854 0.002175 18.96 700.1 0.6327667476074846
CC(C1CCC(=O)CC1)C 487 0.7456 0.004954 14.92 700.1 0.6956149121554064
CC(C1CCC(=O)CC1)C 509 0.7224 0.008713 12.31 700.1 0.7270389944293673
CC(C1CCC(=O)CC1)C 530 0.7016 0.01281 10.99 700.1 0.7570347093272389
CC(C1CCC(=O)CC1)C 552 0.6781 0.0195 9.62 700.1 0.7884587916011998
CC(C1CCC(=O)CC1)C 574 0.6511 0.02645 7.355 700.1 0.8198828738751607
CCCC(C(=CCC)C)O 288 0.8538 5.752e-05 28.8 658.9 0.43709212323569585
CCCC(C(=CCC)C)O 368 0.7816 1.933e-07 22.19 658.9 0.5585066019122781
CCCC(C(=CCC)C)O 429 0.7228 0.0007724 16.04 658.9 0.651085141903172
CCCC(C(=CCC)C)O 469 0.6831 0.004232 13.1 658.9 0.711792381241463
CCCC(C(=CCC)C)O 489 0.6633 0.007026 11.01 658.9 0.7421460009106086
CCCC(C(=CCC)C)O 509 0.6385 0.010190000000000001 10.49 658.9 0.7724996205797542
CCCC(C(=CCC)C)O 529 0.6177 0.01426 7.957000000000001 658.9 0.8028532402488997
CCCC(C(=CCC)C)O 549 0.5944 0.01852 6.994 658.9 0.8332068599180452
CC(COC(=O)[C@H](O)C)C 361 0.9302 0.00011140000000000001 28.63 692.7 0.5211491266060343
CC(COC(=O)[C@H](O)C)C 421 0.874 0.0002093 20.66 692.7 0.6077667099754583
CC(COC(=O)[C@H](O)C)C 461 0.8319 0.002292 17.57 692.7 0.6655117655550743
CC(COC(=O)[C@H](O)C)C 480 0.8112 0.002665 15.4 692.7 0.6929406669553919
CC(COC(=O)[C@H](O)C)C 500 0.7878 0.004384000000000001 13.82 692.7 0.7218131947451999
CC(COC(=O)[C@H](O)C)C 520 0.7633 0.008796 12.5 692.7 0.7506857225350079
CC(COC(=O)[C@H](O)C)C 540 0.7359 0.01464 11.06 692.7 0.7795582503248158
CCCCC(CCO)CC 375 0.7714 0.0004976 21.63 673.4 0.5568755568755569
CCCCC(CCO)CC 437 0.7147 0.00119 17.2 673.4 0.648945648945649
CCCCC(CCO)CC 478 0.6757 0.00355 12.1 673.4 0.7098307098307098
CCCCC(CCO)CC 498 0.6552 0.005954999999999999 11.36 673.4 0.7395307395307396
CCCCC(CCO)CC 519 0.6318 0.009606 9.921 673.4 0.7707157707157707
CCCCC(CCO)CC 539 0.6089 0.01945 8.757 673.4 0.8004158004158004
CCCCC(CCO)CC 560 0.5868 0.0211 7.733 673.4 0.8316008316008316
CCCCC(CCC)CN 283 0.8019 6.513e-05 28.27 648.1 0.4366610091035334
CCCCC(CCC)CN 366 0.73 1.248e-05 20.54 648.1 0.5647276654837217
CCCCC(CCC)CN 428 0.6751 0.0027170000000000002 15.69 648.1 0.6603919148279587
CCCCC(CCC)CN 469 0.637 0.005562 11.34 648.1 0.7236537571362444
CCCCC(CCC)CN 490 0.6166 0.009314 11.0 648.1 0.7560561641721957
CCCCC(CCC)CN 511 0.5936 0.01485 9.035 648.1 0.7884585712081469
CCCCC(CCC)CN 531 0.5731 0.02076 7.081 648.1 0.8193180064804814
CCCCC(CCC)CN 552 0.5473 0.02997 5.428 648.1 0.8517204135164326
CCC(C(O)(C)C)(CC)C 277 0.8529 2.618e-05 30.98 659.0 0.4203338391502276
CCC(C(O)(C)C)(CC)C 351 0.7854 0.00011719999999999999 20.62 659.0 0.5326251896813353
CCC(C(O)(C)C)(CC)C 407 0.7375 0.001376 18.48 659.0 0.6176024279210925
CCC(C(O)(C)C)(CC)C 444 0.705 0.004693 14.94 659.0 0.6737481031866465
CCC(C(O)(C)C)(CC)C 462 0.6885 0.007114 13.8 659.0 0.701062215477997
CCC(C(O)(C)C)(CC)C 481 0.6707 0.008785 11.91 659.0 0.7298937784522003
CCC(C(O)(C)C)(CC)C 499 0.6532 0.01377 9.7 659.0 0.7572078907435509
