SMILES T dliq dgas st tc redT
C[C@@H]1CCCC[C@H]1N 529 0.6223 0.03356 7.818 635.5 0.8324154209284028
C[C@@H]1CCC[C@@H](C1)N 289 0.8663 0.0 31.2 638.8 0.452410770194114
C[C@@H]1CCC[C@@H](C1)N 363 0.7976 0.0007877000000000001 23.9 638.8 0.568252974326863
C[C@@H]1CCC[C@@H](C1)N 418 0.7464 0.003812 17.22 638.8 0.654351909830933
C[C@@H]1CCC[C@@H](C1)N 455 0.7075 0.009669 14.21 638.8 0.7122730118973075
C[C@@H]1CCC[C@@H](C1)N 474 0.6891 0.0108 11.89 638.8 0.7420162805259862
C[C@@H]1CCC[C@@H](C1)N 492 0.6693 0.01555 10.64 638.8 0.770194113963682
C[C@@H]1CCC[C@@H](C1)N 511 0.647 0.02338 8.908 638.8 0.7999373825923607
C[C@@H]1CCC[C@@H](C1)N 529 0.6228 0.03161 7.81 638.8 0.8281152160300564
C[C@@H]1CCC[C@H](C1)N 289 0.8663 0.0 30.33 642.3 0.4499455083294411
C[C@@H]1CCC[C@H](C1)N 363 0.7971 0.000604 21.98 642.3 0.5651564689397478
C[C@@H]1CCC[C@H](C1)N 418 0.7458 0.005176 17.15 642.3 0.6507862369609217
C[C@@H]1CCC[C@H](C1)N 455 0.7096 0.008713 14.49 642.3 0.7083917172660751
C[C@@H]1CCC[C@H](C1)N 474 0.6898 0.01211 11.64 642.3 0.7379729098552079
C[C@@H]1CCC[C@H](C1)N 492 0.6716 0.016980000000000002 10.44 642.3 0.7659971975712284
C[C@@H]1CCC[C@H](C1)N 511 0.6484 0.02284 8.523 642.3 0.7955783901603612
C[C@@H]1CCC[C@H](C1)N 529 0.6262 0.02982 7.865 642.3 0.8236026778763819
CC1CCC(CC1)N 289 0.8777 3.262e-06 30.86 630.0 0.4587301587301587
CC1CCC(CC1)N 363 0.807 0.0005105999999999999 24.2 630.0 0.5761904761904761
CC1CCC(CC1)N 418 0.7516 0.002224 17.62 630.0 0.6634920634920635
CC1CCC(CC1)N 455 0.7099 0.008543 14.55 630.0 0.7222222222222222
CC1CCC(CC1)N 474 0.6888 0.01492 12.19 630.0 0.7523809523809524
CC1CCC(CC1)N 492 0.6687 0.017519999999999997 10.6 630.0 0.780952380952381
CC1CCC(CC1)N 511 0.6469 0.02497 8.782 630.0 0.8111111111111111
CC1CCC(CC1)N 529 0.6254 0.03354 6.8870000000000005 630.0 0.8396825396825397
CC1CCCC(N1)C 260 0.8679 6.107999999999999e-07 31.93 596.6 0.4358028830036875
CC1CCCC(N1)C 334 0.7973 0.0001561 22.23 596.6 0.5598390881662756
CC1CCCC(N1)C 389 0.7423 0.0030510000000000003 16.45 596.6 0.6520281595709018
CC1CCCC(N1)C 426 0.7025 0.00731 13.44 596.6 0.7140462621521958
CC1CCCC(N1)C 445 0.6803 0.01176 12.09 596.6 0.7458933959101576
CC1CCCC(N1)C 463 0.6598 0.015790000000000002 10.19 596.6 0.7760643647334897
CC1CCCC(N1)C 482 0.6361 0.023219999999999998 8.401 596.6 0.8079114984914515
CC1CCCC(N1)C 500 0.6132 0.03866 6.343 596.6 0.8380824673147838
CC1(C)CCCNC1 264 0.8693 4.26e-05 30.03 610.4 0.4325032765399738
CC1(C)CCCNC1 340 0.7935 0.0003627 23.87 610.4 0.5570117955439057
CC1(C)CCCNC1 396 0.7384 0.004661 17.53 610.4 0.6487549148099607
CC1(C)CCCNC1 434 0.7005 0.009101 13.13 610.4 0.7110091743119267
CC1(C)CCCNC1 453 0.6803 0.01183 11.56 610.4 0.7421363040629096
CC1(C)CCCNC1 472 0.6594 0.01541 10.2 610.4 0.7732634338138925
CC1(C)CCCNC1 491 0.6358 0.023469999999999998 8.491 610.4 0.8043905635648755
CC1(C)CCCNC1 510 0.6083 0.03152 7.332000000000001 610.4 0.8355176933158585
CC1CCC(CN1)C 264 0.8621 0.0 31.79 604.8 0.43650793650793657
CC1CCC(CN1)C 340 0.788 0.0002333 23.17 604.8 0.5621693121693122
CC1CCC(CN1)C 396 0.7336 0.004251 16.77 604.8 0.6547619047619048
CC1CCC(CN1)C 434 0.6949 0.009235 13.59 604.8 0.7175925925925927
CC1CCC(CN1)C 453 0.6734 0.01264 12.42 604.8 0.7490079365079365
CC1CCC(CN1)C 472 0.6522 0.01654 10.3 604.8 0.7804232804232805
CC1CCC(CN1)C 491 0.6292 0.030039999999999997 8.488999999999999 604.8 0.8118386243386244
CC1CCC(CN1)C 510 0.605 0.03823 6.968 604.8 0.8432539682539684
CC1CNCC(C1)C 267 0.871 2.021e-05 31.33 619.1 0.4312712001292198
CC1CNCC(C1)C 344 0.7934 0.0006032 23.73 619.1 0.5556452915522533
CC1CNCC(C1)C 402 0.7326 0.002548 17.87 619.1 0.6493296721046681
CC1CNCC(C1)C 440 0.6943 0.005635 13.74 619.1 0.7107090938459053
CC1CNCC(C1)C 459 0.6759 0.008948999999999999 12.27 619.1 0.741398804716524
CC1CNCC(C1)C 479 0.653 0.01587 10.36 619.1 0.7737037635277014
CC1CNCC(C1)C 498 0.6318 0.0213 8.806000000000001 619.1 0.8043934743983201
CC1CNCC(C1)C 517 0.6099 0.02835 6.772 619.1 0.8350831852689388
CCN1CCCCC1 262 0.8429 9.692e-06 32.17 617.2 0.42449773169151
CCN1CCCCC1 336 0.7767 6.786e-05 23.6 617.2 0.5443940375891121
CCN1CCCCC1 392 0.7257 0.003193 16.68 617.2 0.6351263771872975
CCN1CCCCC1 430 0.6881 0.005361 13.72 617.2 0.6966947504860661
CCN1CCCCC1 448 0.67 0.008338 12.72 617.2 0.7258587167854827
CCN1CCCCC1 467 0.6479 0.013969999999999998 9.926 617.2 0.7566429034348671
CCN1CCCCC1 485 0.6297 0.02222 9.193999999999999 617.2 0.7858068697342838
CCN1CCCCC1 504 0.6076 0.025960000000000004 7.268 617.2 0.8165910563836681
CCC1CCCCN1 266 0.8697 0.0 33.96 613.9 0.43329532497149376
CCC1CCCCN1 343 0.7959 0.00024219999999999998 22.85 613.9 0.5587229190421893
CCC1CCCCN1 401 0.7381 0.002286 17.39 613.9 0.6532008470434925
CCC1CCCCN1 439 0.6986 0.007645999999999999 13.69 613.9 0.7151001791822773
CCC1CCCCN1 458 0.679 0.01145 12.02 613.9 0.7460498452516697
CCC1CCCCN1 478 0.6549 0.02114 10.05 613.9 0.778628441114188
CCC1CCCCN1 497 0.6334 0.0239 8.471 613.9 0.8095781071835804
CCC1CCCCN1 516 0.6085 0.03333 7.125 613.9 0.8405277732529728
CCC1CCNCC1 271 0.866 4.5060000000000006e-06 31.95 630.4 0.4298857868020305
CCC1CCNCC1 350 0.7943 0.0002652 22.92 630.4 0.5552030456852792
CCC1CCNCC1 409 0.7363 0.003997 17.52 630.4 0.6487944162436549
CCC1CCNCC1 448 0.697 0.006737000000000001 14.29 630.4 0.7106598984771574
CCC1CCNCC1 468 0.6786 0.01064 12.86 630.4 0.7423857868020305
CCC1CCNCC1 488 0.655 0.01945 9.899 630.4 0.7741116751269036
CCC1CCNCC1 507 0.6343 0.02387 8.876 630.4 0.804251269035533
CCC1CCNCC1 527 0.6093 0.032619999999999996 6.944 630.4 0.8359771573604061
C1CCCCNCC1 327 0.8496 7.081e-05 29.28 665.4 0.4914337240757439
C1CCCCNCC1 383 0.7991 0.0005451000000000001 23.78 665.4 0.5755936278929967
C1CCCCNCC1 426 0.7599 0.0036799999999999997 18.02 665.4 0.6402164111812444
C1CCCCNCC1 454 0.7337 0.007201000000000001 16.48 665.4 0.6822963630898707
C1CCCCNCC1 468 0.7196 0.006631000000000001 14.61 665.4 0.703336339044184
C1CCCCNCC1 482 0.7053 0.01251 13.36 665.4 0.7243763149984972
C1CCCCNCC1 496 0.6912 0.013880000000000002 11.97 665.4 0.7454162909528104
C1CCCCNCC1 510 0.677 0.01712 11.56 665.4 0.7664562669071235
NC1CCCCCC1 231 0.9538 6.2e-05 44.46 631.5 0.3657957244655582
NC1CCCCCC1 291 0.8974 1.322e-05 33.0 631.5 0.46080760095011875
NC1CCCCCC1 337 0.8537 4.324e-05 28.57 631.5 0.5336500395882818
NC1CCCCCC1 367 0.8257 0.0003243 26.1 631.5 0.5811559778305622
NC1CCCCCC1 382 0.8123 0.0007474000000000001 22.21 631.5 0.6049089469517023
NC1CCCCCC1 397 0.7977 0.001872 22.3 631.5 0.6286619160728424
NC1CCCCCC1 412 0.7836 0.00317 20.93 631.5 0.6524148851939826
NC1CCCCCC1 427 0.7702 0.0032689999999999998 19.25 631.5 0.6761678543151227
C[C@@H]1CCC[C@@H](N1)C 352 0.7751 0.0008124 20.31 602.0 0.584717607973422
C[C@@H]1CCC[C@@H](N1)C 398 0.7295 0.0047539999999999995 16.38 602.0 0.6611295681063123
C[C@@H]1CCC[C@@H](N1)C 432 0.6949 0.007999 12.72 602.0 0.717607973421927
C[C@@H]1CCC[C@@H](N1)C 454 0.6694 0.013269999999999999 10.88 602.0 0.7541528239202658
C[C@@H]1CCC[C@@H](N1)C 466 0.6574 0.014219999999999998 10.21 602.0 0.7740863787375415
C[C@@H]1CCC[C@@H](N1)C 477 0.6427 0.02223 8.447000000000001 602.0 0.792358803986711
C[C@@H]1CCC[C@@H](N1)C 489 0.6263 0.02515 7.54 602.0 0.8122923588039868
C[C@@H]1CCC[C@@H](N1)C 500 0.611 0.03682 6.528 602.0 0.8305647840531561
CC1CCCC(C1)N 289 0.8762 5.446e-06 30.14 631.6 0.4575680810639645
CC1CCCC(C1)N 363 0.8023 0.0009753 23.6 631.6 0.5747308423052565
CC1CCCC(C1)N 418 0.7456 0.002933 17.6 631.6 0.661811272957568
CC1CCCC(C1)N 455 0.7097 0.007384999999999999 14.63 631.6 0.720392653578214
CC1CCCC(C1)N 474 0.6895 0.01217 13.13 631.6 0.7504749841671944
CC1CCCC(C1)N 492 0.6687 0.01815 10.12 631.6 0.77897403419886
CC1CCCC(C1)N 511 0.6482 0.025889999999999996 9.041 631.6 0.8090563647878404
CC1CCCC(C1)N 529 0.6237 0.03494 7.108 631.6 0.837555414819506
CC1CCCCC1N 289 0.8732 8.494e-06 31.57 633.0 0.4565560821484992
CC1CCCCC1N 363 0.8013 0.00033969999999999996 23.85 633.0 0.5734597156398105
CC1CCCCC1N 418 0.7474 0.00293 17.14 633.0 0.660347551342812
CC1CCCCC1N 455 0.7089 0.009607 13.36 633.0 0.7187993680884676
CC1CCCCC1N 474 0.6881 0.01181 11.9 633.0 0.7488151658767772
CC1CCCCC1N 492 0.6673 0.01669 10.75 633.0 0.7772511848341233
CC1CCCCC1N 511 0.6452 0.02419 8.91 633.0 0.8072669826224329
CC1CCCCC1N 529 0.6243 0.03349 6.447 633.0 0.8357030015797788
CCN(CC=C)CC 234 0.7918 0.0 30.93 577.8 0.4049844236760125
CCN(CC=C)CC 296 0.7365 0.0 24.5 577.8 0.512287988923503
CCN(CC=C)CC 343 0.6937 0.0006253999999999999 19.32 577.8 0.5936310141917619
CCN(CC=C)CC 374 0.6651 0.001667 15.75 577.8 0.6472827968155072
CCN(CC=C)CC 389 0.6505 0.003849 14.21 577.8 0.6732433367947387
CCN(CC=C)CC 405 0.6349 0.005577 13.23 577.8 0.7009345794392524
CCN(CC=C)CC 420 0.6199 0.007851 11.66 577.8 0.726895119418484
CCN(CC=C)CC 436 0.6039 0.010329999999999999 9.745 577.8 0.7545863620629977
CC1(C)CCNCC1 268 0.8588 1.604e-05 30.95 622.4 0.43059125964010286
CC1(C)CCNCC1 345 0.7893 0.0003551 23.55 622.4 0.554305912596401
CC1(C)CCNCC1 403 0.7362 0.003135 16.56 622.4 0.6474935732647815
CC1(C)CCNCC1 442 0.6977 0.011340000000000001 13.27 622.4 0.7101542416452442
CC1(C)CCNCC1 461 0.6758 0.01098 10.89 622.4 0.740681233933162
CC1(C)CCNCC1 480 0.6571 0.01787 9.343 622.4 0.7712082262210798
CC1(C)CCNCC1 500 0.6325 0.02793 8.181000000000001 622.4 0.8033419023136247
CC1(C)CCNCC1 519 0.6084 0.03354 6.266 622.4 0.8338688946015425
CCCCCCCO 348 0.7874 1.067e-05 24.33 639.2 0.5444305381727158
CCCCCCCO 412 0.7264 0.0009400000000000001 18.37 639.2 0.6445556946182728
CCCCCCCO 454 0.6827 0.00441 14.69 639.2 0.7102628285356696
CCCCCCCO 475 0.6602 0.008831 12.33 639.2 0.7431163954943679
CCCCCCCO 496 0.6385 0.01008 11.56 639.2 0.7759699624530663
CCCCCCCO 517 0.6115 0.0176 8.795 639.2 0.8088235294117646
CCCCCCCO 538 0.5825 0.02562 6.88 639.2 0.8416770963704631
CCCCCC(O)C 268 0.8476 0.002468 23.99 615.4 0.4354891127721807
CCCCCC(O)C 345 0.7773 7.144e-05 23.83 615.4 0.5606109847253818
CCCCCC(O)C 402 0.7197 0.001206 17.31 615.4 0.6532336691582711
CCCCCC(O)C 440 0.68 0.005261999999999999 13.41 615.4 0.7149821254468639
CCCCCC(O)C 460 0.6577 0.008108 11.36 615.4 0.7474813129671758
CCCCCC(O)C 479 0.6335 0.01289 11.54 615.4 0.7783555411114722
CCCCCC(O)C 498 0.6103 0.01635 8.338 615.4 0.8092297692557686
CCCCCC(O)C 517 0.5849 0.024130000000000002 6.085 615.4 0.840103997400065
CCCCC(CC)O 311 0.8043 0.0001459 26.27 606.8 0.512524719841793
CCCCC(CC)O 373 0.7425 0.0004728 20.11 606.8 0.6147000659195782
CCCCC(CC)O 415 0.6979 0.002601 14.65 606.8 0.6839156229400133
CCCCC(CC)O 436 0.6743 0.004921 13.1 606.8 0.7185234014502307
CCCCC(CC)O 456 0.6516 0.0085 11.5 606.8 0.7514831905075808
CCCCC(CC)O 477 0.6265 0.01123 8.742 606.8 0.7860909690177983
CCCCC(CC)O 498 0.5996 0.019469999999999998 7.524 606.8 0.8206987475280159
CCCC(CCC)O 330 0.7852 4.359e-05 23.27 606.5 0.5441055234954658
CCCC(CCC)O 385 0.7292 0.0008661 17.55 606.5 0.6347897774113768
CCCC(CCC)O 422 0.6895 0.002698 14.6 606.5 0.6957955482275351
CCCC(CCC)O 441 0.6669 0.004444 12.81 606.5 0.7271228359439407
CCCC(CCC)O 459 0.6481 0.009292 11.49 606.5 0.7568013190436933
CCCC(CCC)O 478 0.6246 0.01278 9.335 606.5 0.7881286067600989
CCCC(CCC)O 496 0.6003 0.01821 8.123 606.5 0.8178070898598516
CCCCC(CO)C 268 0.8505 0.0001127 29.77 625.3 0.42859427474812095
CCCCC(CO)C 341 0.7848 2.492e-05 23.33 625.3 0.54533823764593
CCCCC(CO)C 396 0.7322 0.002045 19.16 625.3 0.6332960179114026
CCCCC(CO)C 433 0.6948 0.0023710000000000003 14.92 625.3 0.6924676155445386
CCCCC(CO)C 451 0.6754 0.006148 13.53 625.3 0.7212537981768752
CCCCC(CO)C 469 0.6548 0.009065 12.68 625.3 0.7500399808092116
CCCCC(CO)C 488 0.6342 0.01241 10.25 625.3 0.7804253958100112
CCCCC(CO)C 506 0.6099 0.01514 9.692 625.3 0.8092115784423477
CCCC(CCO)C 268 0.852 6.943e-05 28.75 635.2 0.4219143576826196
CCCC(CCO)C 344 0.7883 0.0003359 23.98 635.2 0.5415617128463476
CCCC(CCO)C 402 0.7347 0.0009112 19.6 635.2 0.6328715365239295
CCCC(CCO)C 440 0.6971 0.0036850000000000003 15.92 635.2 0.6926952141057934
CCCC(CCO)C 459 0.6774 0.005102000000000001 13.27 635.2 0.7226070528967254
CCCC(CCO)C 478 0.6554 0.007634999999999999 12.14 635.2 0.7525188916876574
CCCC(CCO)C 497 0.6367 0.01575 10.76 635.2 0.7824307304785894
CCCC(CCO)C 516 0.6104 0.022330000000000003 8.792 635.2 0.8123425692695213
OCCCC(CC)C 268 0.8534 0.002345 28.46 639.5 0.4190774042220485
OCCCC(CC)C 345 0.7885 1.221e-05 23.63 639.5 0.5394839718530101
OCCCC(CC)C 402 0.7361 0.0006867 19.38 639.5 0.6286161063330727
OCCCC(CC)C 440 0.6983 0.0034869999999999996 16.36 639.5 0.6880375293197811
OCCCC(CC)C 460 0.6781 0.006527 13.22 639.5 0.7193119624706802
OCCCC(CC)C 479 0.6581 0.009319 12.53 639.5 0.7490226739640344
OCCCC(CC)C 498 0.6358 0.01618 10.72 639.5 0.7787333854573886
OCCCC(CC)C 517 0.613 0.01888 9.04 639.5 0.8084440969507428
OCCCCC(C)C 344 0.7886 3.773e-05 23.79 638.3 0.538931536894877
OCCCCC(C)C 400 0.7357 0.0008064 19.53 638.3 0.6266645777847407
OCCCCC(C)C 438 0.698 0.002497 15.94 638.3 0.6861977126742911
OCCCCC(C)C 457 0.6787 0.005736 13.4 638.3 0.7159642801190663
OCCCCC(C)C 476 0.6577 0.008555 12.55 638.3 0.7457308475638416
OCCCCC(C)C 495 0.636 0.01174 10.97 638.3 0.7754974150086167
OCCCCC(C)C 514 0.6121 0.01684 9.017000000000001 638.3 0.8052639824533919
CCCCC(O)(C)C 268 0.8446 8.688e-05 28.48 594.8 0.4505716207128447
CCCCC(O)(C)C 336 0.7802 0.0001795 23.05 594.8 0.5648957632817754
CCCCC(O)(C)C 386 0.7286 0.0017850000000000001 16.98 594.8 0.6489576328177539
CCCCC(O)(C)C 420 0.6916 0.00441 14.74 594.8 0.7061197041022192
CCCCC(O)(C)C 437 0.6718 0.008036 12.27 594.8 0.7347007397444519
CCCCC(O)(C)C 454 0.6513 0.01252 11.68 594.8 0.7632817753866846
CCCCC(O)(C)C 471 0.6319 0.01526 9.57 594.8 0.7918628110289173
CCCCC(O)(C)C 488 0.6083 0.02181 7.456 594.8 0.82044384667115
CCCC(C(O)C)C 268 0.8427 5.296000000000001e-06 33.66 604.1 0.4436351597417646
CCCC(C(O)C)C 338 0.7769 2.434e-05 23.1 604.1 0.5595100148981956
CCCC(C(O)C)C 391 0.7243 0.001675 17.68 604.1 0.6472438338023506
CCCC(C(O)C)C 426 0.6875 0.005561 13.84 604.1 0.7051812613805661
CCCC(C(O)C)C 443 0.6693 0.007169 13.04 604.1 0.7333222976328422
CCCC(C(O)C)C 461 0.649 0.01006 11.33 604.1 0.7631186889587817
CCCC(C(O)C)C 478 0.6278 0.01795 9.01 604.1 0.7912597252110577
CCCC(C(O)C)C 496 0.6048 0.023180000000000003 8.051 604.1 0.8210561165369972
CCC(CC(O)C)C 268 0.8468 0.0001864 31.2 609.2 0.43992120814182534
CCC(CC(O)C)C 338 0.7834 2.715e-05 24.18 609.2 0.5548260013131976
CCC(CC(O)C)C 390 0.7319 0.001312 17.22 609.2 0.6401838476690741
CCC(CC(O)C)C 424 0.6959 0.003743 15.15 609.2 0.695994747209455
CCC(CC(O)C)C 442 0.6759 0.006962 13.41 609.2 0.7255416940249507
CCC(CC(O)C)C 459 0.6569 0.007 11.69 609.2 0.7534471437951411
CCC(CC(O)C)C 477 0.6358 0.01587 10.03 609.2 0.7829940906106369
CCC(CC(O)C)C 494 0.6148 0.0205 7.983 609.2 0.8108995403808272
CC(CCC(O)C)C 268 0.8435 9.51e-06 23.44 611.9 0.43798006210165064
CC(CCC(O)C)C 338 0.7823 0.00015209999999999998 24.92 611.9 0.5523778395162608
CC(CCC(O)C)C 390 0.731 0.001686 17.66 611.9 0.6373590455956856
CC(CCC(O)C)C 424 0.6946 0.004075 15.61 611.9 0.6929236803399248
CC(CCC(O)C)C 442 0.6767 0.0045509999999999995 12.32 611.9 0.7223402516751103
CC(CCC(O)C)C 459 0.655 0.008901000000000001 12.25 611.9 0.75012256904723
CC(CCC(O)C)C 477 0.6359 0.01254 10.73 611.9 0.7795391403824155
CC(CCC(O)C)C 494 0.6144 0.020069999999999998 8.324 611.9 0.8073214577545351
CCCC(C(C)C)O 268 0.8383 0.00020709999999999997 34.77 593.5 0.45155855096882896
CCCC(C(C)C)O 335 0.7729 1.528e-05 22.97 593.5 0.5644481887110362
CCCC(C(C)C)O 386 0.7206 0.001384 18.01 593.5 0.6503791069924179
CCCC(C(C)C)O 420 0.6845 0.003933 13.96 593.5 0.7076663858466723
CCCC(C(C)C)O 436 0.6662 0.006181 12.71 593.5 0.7346251053074979
CCCC(C(C)C)O 453 0.6472 0.01028 11.06 593.5 0.7632687447346251
CCCC(C(C)C)O 470 0.6263 0.013569999999999999 9.512 593.5 0.7919123841617524
CCCC(C(C)C)O 487 0.6015 0.02241 8.591000000000001 593.5 0.8205560235888796
CCCC(CC)(O)C 336 0.7759 0.0001256 22.02 594.7 0.5649907516394821
CCCC(CC)(O)C 386 0.7241 0.001918 17.12 594.7 0.6490667563477384
CCCC(CC)(O)C 420 0.6879 0.00518 14.05 594.7 0.7062384395493526
CCCC(CC)(O)C 437 0.6681 0.01018 12.98 594.7 0.7348242811501597
CCCC(CC)(O)C 454 0.6468 0.01461 9.532 594.7 0.7634101227509669
CCCC(CC)(O)C 471 0.6262 0.01785 8.971 594.7 0.791995964351774
CCCC(CC)(O)C 488 0.6056 0.02179 6.745 594.7 0.8205818059525811
CCC(C(CC)C)O 268 0.8402 0.00019350000000000001 29.33 595.0 0.4504201680672269
CCC(C(CC)C)O 337 0.7735 0.0004708 22.26 595.0 0.5663865546218487
CCC(C(CC)C)O 389 0.7199 0.001391 17.52 595.0 0.653781512605042
CCC(C(CC)C)O 423 0.6837 0.003994 14.53 595.0 0.7109243697478992
CCC(C(CC)C)O 440 0.666 0.0077 11.84 595.0 0.7394957983193278
CCC(C(CC)C)O 458 0.6457 0.01146 10.97 595.0 0.7697478991596639
CCC(C(CC)C)O 475 0.6253 0.01759 8.941 595.0 0.7983193277310925
CCC(C(CC)C)O 492 0.6024 0.03045 7.377999999999999 595.0 0.826890756302521
CCC(CC(C)C)O 336 0.778 0.00028010000000000003 23.41 602.7 0.5574912891986062
CCC(CC(C)C)O 388 0.7237 0.001542 17.53 602.7 0.6437697030031524
CCC(CC(C)C)O 422 0.6875 0.005167000000000001 13.81 602.7 0.7001825120292019
CCC(CC(C)C)O 439 0.6683 0.006528 13.31 602.7 0.7283889165422266
CCC(CC(C)C)O 456 0.6477 0.009381 11.38 602.7 0.7565953210552513
CCC(CC(C)C)O 473 0.6296 0.014780000000000001 9.625 602.7 0.784801725568276
CCC(CC(C)C)O 490 0.6058 0.01876 7.845 602.7 0.8130081300813008
CCCC(CO)CC 268 0.849 0.0001776 28.59 625.9 0.4281834158811312
CCCC(CO)CC 342 0.7841 1.935e-05 23.78 625.9 0.546413165042339
CCCC(CO)CC 397 0.7311 0.001048 19.1 625.9 0.6342866272567503
CCCC(CO)CC 434 0.6942 0.003084 13.85 625.9 0.6934015018373543
CCCC(CO)CC 453 0.6736 0.005943 12.67 625.9 0.7237577887841509
CCCC(CO)CC 471 0.6538 0.009507 11.08 625.9 0.7525163764179582
CCCC(CO)CC 490 0.6322 0.01272 10.12 625.9 0.7828726633647548
CCCC(CO)CC 508 0.6101 0.01967 8.657 625.9 0.8116312509985621
OCCC(CC)CC 268 0.8536 0.0004654 33.36 640.7 0.4182924925862338
OCCC(CC)CC 342 0.7928 0.00029489999999999996 25.02 640.7 0.5337911659122834
OCCC(CC)CC 397 0.7426 0.0004381 18.5 640.7 0.6196347744654284
OCCC(CC)CC 434 0.7066 0.0015789999999999999 16.81 640.7 0.6773841111284532
OCCC(CC)CC 453 0.6875 0.00506 14.53 640.7 0.7070391759013578
OCCC(CC)CC 471 0.6679 0.0071200000000000005 13.12 640.7 0.735133447791478
OCCC(CC)CC 490 0.6473 0.01133 11.28 640.7 0.7647885125643826
OCCC(CC)CC 508 0.6246 0.016130000000000002 9.917 640.7 0.7928827844545028
CCCC(CO)(C)C 268 0.8456 0.0001986 28.76 611.4 0.4383382401046778
CCCC(CO)(C)C 339 0.781 3.817e-05 23.37 611.4 0.5544651619234544
CCCC(CO)(C)C 393 0.7286 0.00126 17.08 611.4 0.6427870461236507
CCCC(CO)(C)C 429 0.6902 0.004053 13.67 611.4 0.7016683022571149
CCCC(CO)(C)C 446 0.6728 0.006827 12.78 611.4 0.7294733398756952
CCCC(CO)(C)C 464 0.651 0.01193 11.63 611.4 0.7589139679424273
CCCC(CO)(C)C 482 0.6312 0.018119999999999997 8.363999999999999 611.4 0.7883545960091594
CCCC(CO)(C)C 500 0.6093 0.022080000000000002 7.596 611.4 0.8177952240758914
CCC(C(CO)C)C 268 0.85 1.885e-06 33.21 631.7 0.424252018363147
CCC(C(CO)C)C 342 0.787 0.000344 26.59 631.7 0.5413962323887921
CCC(C(CO)C)C 398 0.7354 0.0007997999999999999 20.24 631.7 0.6300459078676587
CCC(C(CO)C)C 435 0.6977 0.004953 15.07 631.7 0.6886180148804812
CCC(C(CO)C)C 453 0.6808 0.005727 13.79 631.7 0.7171125534272598
CCC(C(CO)C)C 472 0.6603 0.008343999999999999 12.05 631.7 0.7471901218933037
CCC(C(CO)C)C 490 0.6374 0.012830000000000001 11.35 631.7 0.7756846604400822
CCC(C(CO)C)C 509 0.6143 0.019190000000000002 8.96 631.7 0.8057622289061263
OCC(CC(C)C)C 268 0.8458 0.0005365 28.62 626.3 0.4279099473095961
OCC(CC(C)C)C 340 0.7821 4.064e-05 23.43 626.3 0.5428708286763533
OCC(CC(C)C)C 395 0.7306 0.001389 19.12 626.3 0.6306881686092927
OCC(CC(C)C)C 431 0.6943 0.0034920000000000003 16.28 626.3 0.6881686092926713
OCC(CC(C)C)C 449 0.6754 0.00532 13.7 626.3 0.7169088296343605
OCC(CC(C)C)C 467 0.6561 0.008912 11.08 626.3 0.7456490499760499
OCC(CC(C)C)C 485 0.6364 0.01255 10.16 626.3 0.7743892703177392
OCC(CC(C)C)C 503 0.6138 0.01714 8.464 626.3 0.8031294906594284
OCCC(CC)(C)C 268 0.8532 0.0005067 24.7 640.8 0.418227215980025
OCCC(CC)(C)C 343 0.7927 2.623e-06 22.67 640.8 0.5352684144818977
OCCC(CC)(C)C 400 0.7422 0.001374 19.1 640.8 0.6242197253433209
OCCC(CC)(C)C 438 0.7049 0.004475 14.9 640.8 0.6835205992509363
OCCC(CC)(C)C 456 0.6871 0.00628 13.11 640.8 0.7116104868913858
OCCC(CC)(C)C 475 0.6659 0.008586 11.21 640.8 0.7412609238451936
OCCC(CC)(C)C 494 0.6442 0.0133 10.75 640.8 0.7709113607990014
OCCC(CC)(C)C 513 0.622 0.021769999999999998 8.179 640.8 0.800561797752809
OCCC(C(C)C)C 268 0.8522 0.0001457 29.98 644.6 0.4157617126900403
OCCC(C(C)C)C 343 0.7915 0.0006536000000000001 25.62 644.6 0.5321129382562829
OCCC(C(C)C)C 399 0.7416 0.001213 20.08 644.6 0.6189885200124108
OCCC(C(C)C)C 436 0.7061 0.002527 16.81 644.6 0.6763884579584238
OCCC(C(C)C)C 455 0.687 0.005203 14.1 644.6 0.7058641017685386
OCCC(C(C)C)C 474 0.667 0.007559000000000001 12.27 644.6 0.7353397455786534
OCCC(C(C)C)C 492 0.6462 0.0136 10.69 644.6 0.7632640397145516
OCCC(C(C)C)C 511 0.6251 0.01661 8.937999999999999 644.6 0.7927396835246664
OCCCC(C)(C)C 268 0.8505 0.000178 29.29 632.4 0.4237824161922834
OCCCC(C)(C)C 342 0.7889 1.766e-05 23.69 632.4 0.540796963946869
OCCCC(C)(C)C 397 0.7379 0.0015199999999999999 18.79 632.4 0.6277672359266288
OCCCC(C)(C)C 433 0.7022 0.0032530000000000002 15.38 632.4 0.6846932321315623
OCCCC(C)(C)C 452 0.6832 0.005664 13.7 632.4 0.7147375079063883
OCCCC(C)(C)C 470 0.6629 0.009063 11.56 632.4 0.7432005060088552
OCCCC(C)(C)C 489 0.642 0.01269 9.78 632.4 0.7732447817836813
OCCCC(C)(C)C 507 0.6202 0.02112 8.445 632.4 0.801707779886148
CCC(C(O)C)CC 268 0.8435 0.0001204 29.13 606.5 0.44187963726298435
